EL_CYCLE,FROM_STMT,TO_STMT,OFFICE,CAND_NAME,CAND_ID,BORO_DIST,TERMND,CNTRS_NO,CNTNS_NO,NET_CNTNS,MATCH_AMT,I_NO,I_CNTNS_NO,I_AMT,SML_NO,SML_AMT,PUBFND_PMT,NET_EXPND,CAND_CLASS,MAX_NO,MAX_AMT,LIMIT,NAME_1
2005,1,17,5,"Gioia, Eric (ID:418-P)",418,26,false,1053,1509,534484,89807,0,0,0,619,70976,0,323935,P,46,131350,2750,4218
2005,1,17,5,"Gleason, Peter (ID:763-NP) *",763,1,true,65,67,9118,0,0,0,0,62,4990,0,4552,NP,0,0,2750,128
2005,1,17,5,"Gonzalez, Miguel (ID:1036-NP)",1036,37,false,1,1,624,0,0,0,0,0,0,0,624,NP,0,0,2750,0
2005,1,17,5,"Gonzalez, Sara (ID:711-P)",711,38,false,289,337,73376,22345,2,10,130,233,23030,67580,130317,P,6,16500,2750,24716
2005,1,17,5,"Goodwin, Gwen (ID:1009-P) *",1009,8,true,18,5,2640,640,0,0,0,2,140,0,0,P,0,0,2750,932
2005,1,17,5,"Grandoit, Tamara (ID:872-P)",872,46,false,263,268,21498,18508,0,0,0,256,19898,73972,100707,P,0,0,2750,3763
2005,1,17,5,"Hall, Jody (ID:1004-P)",1004,49,false,284,317,42761,25250,0,0,0,251,25512,75020,112999,P,0,0,2750,4750
2005,1,17,5,"Hanks, Nancy (ID:1048-NP)",1048,26,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Henderson, Woody (ID:790-P)",790,9,false,162,175,8080,5395,0,0,0,158,5530,21580,29581,P,0,0,2750,9
2005,1,17,5,"Herbert, Anthony (ID:738-P)",738,35,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Hoffnung, Ari (ID:825-P)",825,11,false,279,294,75567,25795,0,0,0,238,23522,82500,158466,P,3,13445,2750,1243
2005,1,17,5,"Hooks, Erik (ID:895-P)",895,33,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Hooks, Jr., David (ID:359-P)",359,31,false,261,282,36938,16055,1,1,100,229,17345,54350,68206,P,2,5500,2750,110
2005,1,17,5,"Hughes, Michael (ID:579-P) *",579,7,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Hunter, Jereline (ID:1047-NP)",1047,28,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Jackson, Robert (ID:484-P)",484,7,false,321,337,80590,16361,3,42,5375,260,21836,57124,128679,P,5,13750,2750,13645
2005,1,17,5,"James, Letitia (ID:480-P)",480,35,false,389,432,65026,30566,1,1,100,339,29776,91564,152296,P,2,5500,2750,10660
2005,1,17,5,"Jennings, Allan (ID:ER-NP)",ER,28,false,160,187,32710,0,0,0,0,129,12240,0,35790,NP,1,2750,2750,100
2005,1,17,5,"Jimenez, Luis (ID:770-NP)",770,21,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Johnson, Geoffrey (ID:J6-NP) *",J6,9,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Johnson, Joyce (ID:768-P)",768,8,false,344,404,64853,33585,0,0,0,287,28303,82500,152128,P,0,0,2750,23008
2005,1,17,5,"Jones, Stephen (ID:760-P) *",760,28,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Junior, Pamela (ID:742-P)",742,41,false,297,308,32976,16912,0,0,0,262,16476,0,25345,P,1,4350,2750,24180
2005,1,17,5,"Kann, Jerry (ID:492-P)",492,22,false,119,129,5490,4911,0,0,0,117,5490,0,2353,P,0,0,2750,808
2005,1,17,5,"Karako, Jak (ID:677-P)",677,4,false,366,446,40728,25222,0,0,0,342,27528,100888,141900,P,0,0,2750,0
2005,1,17,5,"Katz, Melinda (ID:264-NP)",264,29,false,699,1043,723320,0,10,52,40200,153,29106,0,407481,NP,72,215500,2750,0
2005,1,17,5,"Kaufman, Stephen (ID:859-P)",859,13,false,287,292,129142,24277,0,0,0,189,23095,63528,195838,P,11,30250,2750,38891
2005,1,17,5,"Kavanagh, Brian (ID:753-P)",753,2,false,576,682,114992,31669,0,0,0,497,32350,82500,197878,P,13,43998,2750,1377
2005,1,17,5,"Kinard, Stanley (ID:HP-P)",HP,41,false,216,221,18175,13080,0,0,0,199,14675,58700,76714,P,0,0,2750,1101
2005,1,17,5,"King, Danny (ID:839-P)",839,41,false,223,261,22072,15142,0,0,0,204,14607,39623,58762,P,0,0,2750,676
2005,1,17,5,"King, Erlene (ID:716-P)",716,45,false,269,298,27089,21330,0,0,0,227,21190,68205,82122,P,1,3000,2750,62432
2005,1,17,5,"Koppell, G. Oliver (ID:459-P)",459,11,false,359,553,102486,31030,0,0,0,259,33236,103125,200033,P,2,5500,2750,244
2005,1,17,5,"Lacomba-Walker, Raquel (ID:1014-NP)",1014,20,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Lanza, Andrew (ID:546-P)",546,51,false,259,390,58315,32155,0,0,0,203,26490,82500,139586,P,0,0,2750,48
2005,1,17,5,"Lappin, Jessica (ID:805-P)",805,5,false,625,827,189483,59163,4,17,8500,477,55306,165000,350208,P,13,36000,2750,195
2005,1,17,5,"Lester, Jack (ID:810-P)",810,4,false,359,427,78463,27587,0,0,0,307,27113,93763,178045,P,6,22000,2750,25124
2005,1,17,5,"Liu, John (ID:FI-P)",FI,20,false,339,365,230384,500,0,0,0,149,19914,0,110420,P,0,0,2750,0
2005,1,17,5,"Lobo, Renee (ID:473-P)",473,24,false,296,311,63040,23511,0,0,0,240,23061,91164,154421,P,3,8250,2750,1568
2005,1,17,5,"Lopez, Michael (ID:893-P) *",893,2,true,28,28,12780,3025,0,0,0,25,2925,0,7255,P,1,8250,2750,0
2005,1,17,5,"Lowery, Bernice (ID:877-NP) *",877,28,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Luciano, Felipe (ID:472-P)",472,8,false,381,400,75573,30058,0,0,0,319,28168,81280,163430,P,1,2750,2750,19016
2005,1,17,5,"Madden, Mary (ID:1039-NP)",1039,46,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Mahadeo, Robby (ID:871-P)",871,28,false,176,175,24945,21015,0,0,0,152,19585,0,148905,P,0,0,2750,15329
2005,1,17,5,"Marcial, Edwin (ID:FQ-P)",FQ,8,false,159,152,12660,8300,0,0,0,134,8090,0,11762,P,0,0,2750,16981
2005,1,17,5,"Mark-Viverito, Melissa (ID:743-P)",743,8,false,418,487,88327,28125,0,0,0,370,33388,82500,173584,P,9,24750,2750,0
2005,1,17,5,"Martinez, Israel (ID:F3-P) *",F3,18,true,144,147,9314,8329,0,0,0,141,8580,0,7281,P,0,0,2750,140
2005,1,17,5,"Martinez, Juan (ID:MJ-P) *",MJ,34,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Martinez, Miguel (ID:223-NP)",223,10,false,385,464,183817,0,1,1,250,219,21231,0,148015,NP,9,24750,2750,0
2005,1,17,5,"Martinez, Mildred (ID:764-NP)",764,2,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"McClean, Lawrence (ID:57-P) *",57,28,true,9,12,555,400,0,0,0,8,150,0,130,P,0,0,2750,0
2005,1,17,5,"McMahon, Michael (ID:271-P)",271,49,false,546,754,138823,48140,1,1,150,425,51523,82500,211380,P,4,11000,2750,0
2005,1,17,5,"McManus, Joseph (ID:841-P)",841,13,false,484,524,100355,23445,0,0,0,432,36642,82500,161230,P,5,19200,2750,8286
2005,1,17,5,"McNally, Zenobia (ID:885-P)",885,40,false,237,286,23356,18251,0,0,0,222,17547,59569,70944,P,0,0,2750,23437
2005,1,17,5,"Mealy, Darlene (ID:846-P)",846,41,false,610,752,113968,37692,1,10,140,543,37895,120625,216057,P,9,24750,2750,1389
2005,1,17,5,"Mendez, Rosie (ID:804-P)",804,2,false,687,929,108636,51286,1,18,2060,616,46595,123750,230694,P,6,16500,2750,6483
2005,1,17,5,"Miller, David (ID:F8-P)",F8,41,false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Mohamed, Ali (ID:780-NP)",780,17,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Monserrate, Hiram (ID:272-P)",272,21,false,706,820,185352,46086,0,0,0,555,53020,82500,267241,P,3,8250,2750,0
2005,1,17,5,"Montague, Virginia (ID:CB-P)",CB,9,false,283,315,39223,20915,0,0,0,250,22805,82500,116766,P,2,7244,2750,24214
2005,1,17,5,"Muhammad, Naquan (ID:803-P)",803,41,false,125,128,11270,10475,0,0,0,121,11270,0,5880,P,0,0,2750,975
2005,1,17,5,"Murphy, Patrick (ID:855-P)",855,4,false,618,759,252831,71520,9,225,80113,396,53485,82500,329969,P,11,30250,2750,600
2005,1,17,5,"Narine, Dhanpaul (ID:843-P)",843,28,false,189,182,19862,16847,0,0,0,173,16447,0,26513,P,0,0,2750,43817
2005,1,17,5,"Nath, Dilip (ID:820-P)",820,24,false,270,301,24867,20005,0,0,0,253,19040,78276,102511,P,0,0,2750,69
2005,1,17,5,"Nelson, Michael (ID:207-P)",207,48,false,333,406,99204,41112,1,1,250,250,35525,82500,188726,P,3,8250,2750,12650
2005,1,17,5,"Nocerino, Joseph (ID:837-P)",837,29,false,132,173,18736,12957,0,0,0,121,12015,75042,93537,P,0,0,2750,1
2005,1,17,5,"Nunez, Antonio (ID:1020-NP) *",1020,10,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Oddo, James (ID:214-P)",214,50,false,250,400,75000,22110,0,0,0,188,23125,82500,156546,P,4,11000,2750,20
2005,1,17,5,"Ortiz, Omar (ID:850-P) *",850,16,true,28,30,1645,1265,0,0,0,27,1295,0,83,P,0,0,2750,0
2005,1,17,5,"Palma, Annabel (ID:767-P)",767,18,false,202,197,92703,15625,0,0,0,143,18603,0,67803,P,12,35750,2750,18364
2005,1,17,5,"Papajohn, Christopher (ID:866-P)",866,2,false,106,113,23480,3010,0,0,0,87,3530,0,27925,P,2,11880,2750,5715
2005,1,17,5,"Peterson, Daniel (ID:1008-P) *",1008,2,true,14,27,2200,1900,0,0,0,12,1300,0,1125,P,0,0,2750,0
2005,1,17,5,"Powell, Adam (ID:CD-P) *",CD,9,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Price, Edward (ID:725-P) *",725,5,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Pu-Folkes, Bryan (ID:823-P)",823,25,false,632,809,88460,39547,0,0,0,579,42500,82500,169602,P,3,8250,2750,34378
2005,1,17,5,"Quart, Dan (ID:710-P)",710,5,false,462,691,124549,22263,2,9,4170,361,30074,82500,205320,P,8,26250,2750,1965
2005,1,17,5,"Quinn, Christine (ID:204-P)",204,3,false,437,509,274528,0,5,44,19100,197,34628,0,190472,P,18,50250,2750,0
2005,1,17,5,"Rahman, Masud (ID:881-P)",881,25,false,169,178,16787,13260,0,0,0,147,13022,31339,48584,P,0,0,2750,22445
2005,1,17,5,"Recchia, Domenic (ID:LW-P)",LW,47,false,402,537,140530,49340,0,0,0,295,41905,82500,184213,P,7,19250,2750,0
2005,1,17,5,"Reyna, Diana (ID:452-P)",452,34,false,355,372,96227,28370,1,11,2750,273,32177,87920,154348,P,5,13750,2750,8470
2005,1,17,5,"Rivera, George (ID:869-P)",869,34,false,254,270,20125,19940,0,0,0,249,18465,75875,96629,P,0,0,2750,1000
2005,1,17,5,"Rivera, Joel (ID:361-P)",361,15,false,354,370,102686,22656,4,174,26920,255,26596,0,91947,P,4,11000,2750,4392
2005,1,17,5,"Rivera, William (ID:886-P) *",886,13,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Rodriguez, Edward (ID:714-P)",714,38,false,287,315,63640,23185,1,6,1875,255,22840,82500,148072,P,6,17000,2750,1260
2005,1,17,5,"Rosario, Antonio (ID:875-P)",875,14,false,104,107,13005,7715,0,0,0,98,7195,30860,43934,P,1,5250,2750,0
2005,1,17,5,"Roth, Michael (ID:819-P)",819,48,false,120,128,12270,11810,0,0,0,114,10970,20392,23593,P,0,0,2750,45
2005,1,17,5,"Rubin, George (ID:IE-NP)",IE,12,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Ruiz, John (ID:842-P)",842,8,false,307,342,26695,21680,0,0,0,295,22720,76556,104639,P,0,0,2750,0
2005,1,17,5,"Russo, Pasqualino (ID:758-P)",758,43,false,394,499,118446,54504,0,0,0,304,45596,82100,162544,P,6,16500,2750,43
2005,1,17,5,"Samad, Maryam (ID:863-P)",863,41,false,87,117,5765,3505,0,0,0,83,3095,0,2466,P,0,0,2750,0
2005,1,17,5,"Sanders, Jr., James (ID:286-NP)",286,31,false,223,247,163484,0,0,0,0,104,16967,0,160726,NP,17,48500,2750,508
2005,1,17,5,"Santiago, Gladys (ID:847-P) *",847,34,true,53,57,3470,1835,0,0,0,53,1835,0,3100,P,0,0,2750,0
2005,1,17,5,"Schlanger, Craig (ID:1003-P)",1003,51,false,131,143,6772,5102,0,0,0,129,5622,20248,27206,P,0,0,2750,35
2005,1,17,5,"Seabrook, Larry (ID:G9-P)",G9,12,false,238,269,42717,18000,0,0,0,196,19110,71000,121621,P,0,0,2750,58333
2005,1,17,5,"Sears, Helen (ID:SH-P)",SH,25,false,445,530,139917,26183,1,2,500,331,39670,103332,270289,P,5,13750,2750,1
2005,1,17,5,"Sementilli, Egidio (ID:IZ-P)",IZ,13,false,14,21,9360,2000,0,0,0,13,1760,0,7927,P,1,7600,2750,0
2005,1,17,5,"Serrano, Peter (ID:824-NP) *",824,17,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Simon, Jo Anne (ID:818-NP) *",818,33,true,86,87,14975,0,0,0,0,82,7725,0,545,NP,1,5000,2750,0
2005,1,17,5,"Sklar, Robyn (ID:868-P)",868,26,false,220,274,10399,8388,0,0,0,216,10049,33252,43458,P,0,0,2750,724
2005,1,17,5,"Spitz, George (ID:Y3-P)",Y3,5,false,249,262,27192,15896,0,0,0,227,14636,33376,26142,P,0,0,2750,34676
2005,1,17,5,"Stern, Steven (ID:1052-NP)",1052,15,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Stewart, Kendall (ID:CP-P)",CP,45,false,429,454,88110,27720,0,0,0,348,31794,82500,170856,P,2,5500,2750,18778
2005,1,17,5,"Stuart, Scott (ID:856-NP) *",856,5,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Taitt, Samuel (ID:490-P)",490,45,false,363,430,44207,27630,1,5,80,326,27345,82500,124906,P,0,0,2750,9689
2005,1,17,5,"Tapper, Marlene (ID:861-P)",861,21,false,193,202,35033,21890,0,0,0,180,22580,82500,134726,P,1,8250,2750,1113
2005,1,17,5,"Taylor, Richard (ID:EK-NP)",EK,36,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Titus, Norman (ID:1021-NP) *",1021,45,true,31,24,9650,0,0,0,0,18,2550,0,0,NP,0,0,2750,5969
2005,1,17,5,"Torres, George (ID:826-NP) *",826,17,true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Tsabar, Gur (ID:807-P)",807,2,false,450,566,79407,36352,0,0,0,402,38229,82500,158967,P,4,11360,2750,1560
2005,1,17,5,"Vacca, James (ID:821-P)",821,13,false,575,656,177549,49751,0,0,0,454,50021,165000,325596,P,9,24750,2750,550
2005,1,17,5,"Vallone, Jr., Peter (ID:240-P)",240,22,false,423,536,186110,41085,3,22,8750,280,45985,0,205470,P,8,22000,2750,0
2005,1,17,5,"Vann, Albert (ID:202-P)",202,36,false,192,199,23458,11155,8,9,725,176,15330,15200,30390,P,1,2750,2750,17189
2005,1,17,5,"Vargas, Ruben Dario (ID:DP-NP)",DP,10,false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,2750,0
2005,1,17,5,"Vazquez-Hernandez, Viviana (ID:1001-P)",1001,38,false,153,163,7635,6015,0,0,0,150,6935,22780,27795,P,0,0,2750,0
2005,1,17,5,"Velazquez Bennett, Yvette (ID:903-P)",903,39,false,27,38,2720,1865,0,0,0,24,2115,0,1993,P,0,0,2750,0
2005,1,17,5,"Watts, Gwendolyn (ID:874-P) *",874,8,true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,2750,0
2005,1,17,5,"Weir, Elias (ID:551-P)",551,46,false,37,21,3135,1235,0,0,0,17,1135,0,2065,P,0,0,2750,6938
2005,1,17,5,"Weprin, David (ID:232-P)",232,23,false,659,892,514591,20501,7,32,14150,253,39772,0,232511,P,45,125150,2750,0
2005,1,17,5,"White, Jr., Thomas (ID:HI-P)",HI,28,false,443,467,120822,37272,2,16,3375,354,39650,87794,212781,P,11,31500,2750,26625
2005,1,17,5,"Whitehead, John (ID:802-P)",802,42,false,153,170,11540,9830,0,0,0,148,8900,0,15450,P,0,0,2750,0
2005,1,17,5,"Yablon, Joshua (ID:729-P)",729,6,false,276,311,16570,11139,0,0,0,271,13320,38816,52047,P,0,0,2750,6757
2005,1,17,5,"Yassky, David (ID:280-P)",280,33,false,1447,1772,565083,51456,3,27,9215,978,132883,0,211940,P,31,85250,2750,0
2005,1,17,5,"Young, Joseph (ID:636-P) *",636,41,true,43,44,2285,2045,0,0,0,43,2285,0,325,P,0,0,2750,0
2005,1,17,5,"Zinberg, Joel (ID:858-P)",858,5,false,380,461,101553,30488,1,7,2650,303,28838,82500,183682,P,7,19250,2750,0
2005,1,17,6,"Adams, Kenneth (ID:815-NP) *",815,(),true,260,272,47186,0,0,0,0,223,28235,0,13955,NP,0,0,4950,0
2005,1,17,6,"Johnston, John (ID:801-NP) *",801,(),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,6,"Katz, Sarah (ID:1030-NP)",1030,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,6,"Nicolas, Samuel (ID:817-NP) *",817,(),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2005,1,17,6,"Reed, Philip (ID:DC-NP) *",DC,(),true,259,277,105220,0,10,53,32750,183,27570,0,54871,NP,0,0,4950,0
2005,1,17,6,"Swietnicki, Edward (ID:1007-P) *",1007,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2005,1,17,6,"Zuckerman, Bob (ID:813-NP) *",813,(),true,62,68,12977,0,0,0,0,55,6681,0,9672,NP,0,0,4950,0
2009,1,16,1,"Adames, Jose (ID:791-NP) *",791,(),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Avella, Tony (ID:51-P)",51,(),false,1408,1961,295947.27,83490,8,84,27485,1216,84011,0,289626.62,P,7,44020,4950,0
2009,1,16,1,"Blakeman, Bruce (ID:1260-UN) *",1260,(),true,0,0,0,0,0,0,0,0,0,0,0,UN,0,0,4950,0
2009,1,16,1,"Bloomberg, Michael (ID:605-NP)",605,(),false,1,90,108375000,0,0,0,0,0,0,0,108371687.5,NP,1,108375000,4950,0
2009,1,16,1,"Burck, Robert (ID:1466-NP) *",1466,(),true,562,566,10114.75,0,0,0,0,561,9299,0,10889.75,NP,0,0,4950,0
2009,1,16,1,"Catsimatidis, John (ID:1264-NP) *",1264,(),true,2,9,296679.2,0,0,0,0,0,0,0,296720.02,NP,2,296679.2,4950,0
2009,1,16,1,"Christopher, Stephen (ID:1415-NP)",1415,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Chusid, Alan (ID:1471-NP)",1471,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Coenen, Kevin (ID:1286-P) *",1286,(),true,1,3,621.8,0,0,0,0,0,0,0,7137.7,P,0,0,4950,575.7
2009,1,16,1,"Dobrian, Joseph (ID:1062-NP)",1062,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Eiland, Tyrrell (ID:1266-P)",1266,(),false,2,1,9509,0,0,0,0,1,9,0,0,P,0,9500,4950,640
2009,1,16,1,"Fein, Daniel (ID:1028-NP)",1028,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Finan, John (ID:1328-P)",1328,(),false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2009,1,16,1,"Iwachiw, Walter (ID:494-P) *",494,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2009,1,16,1,"Lee, He (ID:1418-NP) *",1418,(),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"McMillan, Jimmy (ID:D4-P)",D4,(),false,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2009,1,16,1,"Miller, Lloyd (ID:1467-NP)",1467,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Rogers, Roland (ID:HM-NP)",HM,(),false,16,17,5933,0,0,0,0,14,983,0,5363.57,NP,1,4950,4950,508
2009,1,16,1,"Ruano-Melendez, Eric (ID:BF-NP) *",BF,(),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,1,"Talen, Billy (ID:1317-P)",1317,(),false,675,775,47153,19324,0,0,0,646,28311.58,0,65070.68,P,1,4950,4950,4140.26
2009,1,16,1,"Thompson, Jr., William (ID:260-P)",260,(),false,8438,9985,4644024.44,522168,11,176,128733,5988,471812.8,3265062,9342067.75,P,342,1730275,4950,66358.89
2009,1,16,1,"Villar, Francisca (ID:1468-NP)",1468,(),false,24,35,10527.36,0,0,0,0,21,1425,0,10527.36,NP,0,0,4950,0
2009,1,16,2,"de Blasio, Bill (ID:326-P)",326,(),false,3764,5134,1947236.7,334027,4,49,14475,2673,336121,2246941,4056467.21,P,94,577239,4950,111009.62
2009,1,16,2,"DeLuca, Maura (ID:1420-NP)",1420,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,2,"Gioia, Eric (ID:418-P)",418,(),false,4449,6795,2151462.56,308428,79,627,243855,3253,269038.66,1705890,3676743.96,P,124,632475,4950,97964.6
2009,1,16,2,"Green, Mark (ID:A7-P)",A7,(),false,1967,2325,762755.16,169933,10,57,9775,1582,170847.5,1198290,1934820.61,P,34,209300,4950,4651.99
2009,1,16,2,"Lesczynski, James (ID:424-NP)",424,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,2,"Siegel, Norman (ID:310-P)",310,(),false,1555,2350,303105.36,140159,10,71,11866,1335,129922.91,820044,1099201.08,P,5,24750,4950,986.68
2009,1,16,2,"Syed, Imtiaz (ID:1340-P)",1340,(),false,364,382,45450,38275,1,4,400,351,42130,0,58552.79,P,0,0,4950,53550
2009,1,16,2,"Vernuccio, Jr., Frank (ID:1416-P) *",1416,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2009,1,16,2,"Wacker, Hal (ID:1409-P) *",1409,(),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4950,0
2009,1,16,2,"Zablocki, Alex (ID:1243-P)",1243,(),false,228,328,19797.97,10269,0,0,0,219,13916.17,0,19787.05,P,0,0,4950,0
2009,1,16,3,"Brennan, James (ID:798-UN) *",798,(),true,1496,2247,419494,136842,11,84,32920,1162,131151,0,232130,UN,5,25030,4950,521
2009,1,16,3,"Carrion, Jr., Adolfo (ID:ED-UN) *",ED,(),true,1708,1983,2297705,111497,6,60,41332,540,100367,0,1114730.01,UN,171,854985,4950,0
2009,1,16,3,"Clifton, John (ID:1065-NP)",1065,(),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,4950,0
2009,1,16,3,"Ejaz, Salim (ID:1341-P)",1341,(),false,227,313,58944.89,28385,2,74,12950,132,13495,0,38042.32,P,2,11017.89,4950,846449.62
2009,1,16,3,"Katz, Melinda (ID:264-P)",264,(),false,2290,2960,2540600.64,185891,46,456,342495,1054,140025.16,758410,3313419.41,P,227,1138200,4950,81192.5
2009,1,16,3,"Liu, John (ID:FI-P)",FI,(),false,3615,5418,3599053.96,237046,6,80,25100,1803,209676.62,1355065,5269516,P,217,1256419.38,4950,12993.2
2009,1,16,3,"Maio, Danniel (ID:416-UN) *",416,(),true,2,2,175,350,0,0,0,1,175,0,175,UN,0,0,4950,0
2009,1,16,3,"Mendola, Joseph (ID:1323-P)",1323,(),false,149,188,21754.07,5670,0,0,0,138,9103.04,0,21805.47,P,0,0,4950,0
2009,1,16,3,"Weprin, David (ID:232-P)",232,(),false,2322,3555,1822437.82,197959,0,0,0,1199,175707.82,928771,2979428.64,P,76,385100,4950,74022.23
2009,1,16,3,"Yassky, David (ID:280-P)",280,(),false,3343,4470,2506694.85,330692,31,274,283775,1975,259202.67,2242515,5037098,P,138,818250,4950,11950.67
2009,1,16,4,"Baumann, Tom (ID:1421-NP)",1421,(M),false,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,3850,0
2009,1,16,4,"Casavis, David (ID:1372-P)",1372,(M),false,61,75,4948.61,2610,0,0,0,58,4262.83,0,3943.03,P,0,0,3850,28.03
2009,1,16,4,"Diaz, Jr., Ruben (ID:1160-P)",1160,(Bx),false,306,313,171387.88,14227,10,192,86039,167,19782,0,161427.76,P,6,24250,3850,11935.63
2009,1,16,4,"D'Ottavio, Marc (ID:1408-P)",1408,(Bk),false,88,96,5368,4175,0,0,0,84,4668,0,5152.62,P,0,0,3850,2785.5
2009,1,16,4,"Graham, Yvonne (ID:1242-UN) *",1242,(Bk),true,231,240,63210,21378,0,0,0,195,22799,0,30539.04,UN,3,12700,3850,28957.91
2009,1,16,4,"Hornak, Robert (ID:1094-P)",1094,(Q),false,237,294,28963,18878,0,0,0,224,20723,0,14730.65,P,0,0,3850,0
2009,1,16,4,"Leavitt, Marc (ID:1352-P)",1352,(Q),false,553,621,101556,52247,0,0,0,504,59764,310722,410880.36,P,1,3850,3850,225
2009,1,16,4,"Luisi, John (ID:857-P)",857,(SI),false,471,549,56789.35,47194,0,0,0,450,47410,244689,234174.34,P,0,0,3850,8706.29
2009,1,16,4,"Markowitz, Marty (ID:226-P)",226,(Bk),false,1076,1159,1326736,96018,0,0,0,508,81786,0,926385.06,P,202,781720,3850,411
2009,1,16,4,"Marshall, Helen (ID:E9-P)",E9,(Q),false,784,837,133946,64031,0,0,0,667,72804,341128,463552.95,P,1,3850,3850,3775
2009,1,16,4,"Molinaro, James (ID:419-P)",419,(SI),false,1319,1628,256570.16,118324,3,205,20741,1152,125527.88,667500,890144.73,P,2,7700,3850,76094.18
2009,1,16,4,"Myrick, Eugene (ID:1383-P) *",1383,(Bk),true,0,0,0,0,0,0,0,0,0,0,0,P,0,0,3850,0
2009,1,16,4,"Schwartz, Robert (ID:1326-P)",1326,(Q),false,119,142,45380.5,0,0,0,0,104,6720,0,44984.04,P,5,27050,3850,4500
2009,1,16,4,"Stringer, Scott (ID:148-P)",148,(M),false,1714,2412,1645444.78,130667,51,297,315066,714,95098.3,0,667372.52,P,138,540320,3850,8.3
2009,1,16,4,"Wyne, Jamshad (ID:1305-NP) *",1305,(SI),true,0,0,0,0,0,0,0,0,0,0,0,NP,0,0,3850,0
